kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
23,11,12,2,6,2.19616181093531,0.104965717735598,2.09119609319971
23,12,11,3,5,2.08859274482884,0.437841411086494,1.65075133374235
23,13,10,3,5,2.08859274482884,0.437841411086494,1.65075133374235
23,14,9,3,4,1.6862322066052,0.437841411086494,1.24839079551871
23,15,8,3,4,1.6862322066052,0.437841411086494,1.24839079551871
23,16,7,4,3,1.52582812755938,0.662067582927986,0.863760544631394
23,17,6,4,3,1.52582812755938,0.662067582927986,0.863760544631394
23,18,5,4,2,1.09633918106902,0.662067582927986,0.434271598141036
23,19,4,4,2,1.09633918106902,0.662067582927986,0.434271598141036
23,20,3,5,1,1.12799685178216,1.01515032056141,0.112846531220752
23,21,2,5,1,1.12799685178216,1.01515032056141,0.112846531220752
23,22,1,5,0,1.01515032056141,1.01515032056141,0
23,23,0,5,0,1.01515032056141,1.01515032056141,0
24,0,24,0,12,4.65444965661245,0,4.65444965661245
24,1,23,0,11,4.22456767350208,0,4.22456767350208
24,2,22,0,11,4.22456767350208,0,4.22456767350208
24,3,21,0,10,3.80590490351194,0,3.80590490351194
24,4,20,1,10,3.80590490351194,0,3.80590490351194
24,5,19,1,9,3.36444709406648,0,3.36444709406648
24,6,18,1,9,3.36444709406648,0,3.36444709406648
24,7,17,1,8,2.93556582824475,0,2.93556582824475
24,8,16,2,8,3.04053154598035,0.104965717735598,2.93556582824475
24,9,15,2,7,2.62421520982595,0.104965717735598,2.51924949209035
24,10,14,2,7,2.62421520982595,0.104965717735598,2.51924949209035
24,11,13,2,6,2.19616181093531,0.104965717735598,2.09119609319971
24,12,12,3,6,2.5290375042862,0.437841411086494,2.09119609319971
24,13,11,3,5,2.08859274482884,0.437841411086494,1.65075133374235
24,14,10,3,5,2.08859274482884,0.437841411086494,1.65075133374235
24,15,9,3,4,1.6862322066052,0.437841411086494,1.24839079551871
24,16,8,4,4,1.91045837844669,0.662067582927986,1.24839079551871
24,17,7,4,3,1.52582812755938,0.662067582927986,0.863760544631394
24,18,6,4,3,1.52582812755938,0.662067582927986,0.863760544631394
24,19,5,4,2,1.09633918106902,0.662067582927986,0.434271598141036
24,20,4,5,2,1.44942191870245,1.01515032056141,0.434271598141036
24,21,3,5,1,1.12799685178216,1.01515032056141,0.112846531220752
24,22,2,5,1,1.12799685178216,1.01515032056141,0.112846531220752
24,23,1,5,0,1.01515032056141,1.01515032056141,0
24,24,0,6,0,1.27640809209351,1.27640809209351,0
25,0,25,0,12,4.65444965661245,0,4.65444965661245
25,1,24,0,12,4.65444965661245,0,4.65444965661245
25,2,23,0,11,4.22456767350208,0,4.22456767350208
25,3,22,0,11,4.22456767350208,0,4.22456767350208
25,4,21,1,10,3.80590490351194,0,3.80590490351194
25,5,20,1,10,3.80590490351194,0,3.80590490351194
