kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
13,1,12,0,6,2.09368195347993,0,2.09368195347993
13,2,11,0,5,1.64961114012738,0,1.64961114012738
13,3,10,0,5,1.64961114012738,0,1.64961114012738
13,4,9,1,4,1.24776114669613,0,1.24776114669613
13,5,8,1,4,1.24776114669613,0,1.24776114669613
13,6,7,1,3,0.864186783067182,0,0.864186783067182
13,7,6,1,3,0.864186783067182,0,0.864186783067182
13,8,5,2,2,0.533233663302773,0.0984880965553853,0.434745566747388
13,9,4,2,2,0.533233663302773,0.0984880965553853,0.434745566747388
13,10,3,2,1,0.210928948991042,0.0984880965553853,0.112440852435657
13,11,2,2,1,0.210928948991042,0.0984880965553853,0.112440852435657
13,12,1,3,0,0.431371675175746,0.431371675175746,0
13,13,0,3,0,0.431371675175746,0.431371675175746,0
14,0,14,0,7,2.5196635494644,0,2.5196635494644
14,1,13,0,6,2.09368195347993,0,2.09368195347993
14,2,12,0,6,2.09368195347993,0,2.09368195347993
14,3,11,0,5,1.64961114012738,0,1.64961114012738
14,4,10,1,5,1.64961114012738,0,1.64961114012738
14,5,9,1,4,1.24776114669613,0,1.24776114669613
14,6,8,1,4,1.24776114669613,0,1.24776114669613
14,7,7,1,3,0.864186783067182,0,0.864186783067182
14,8,6,2,3,0.962674879622567,0.0984880965553853,0.864186783067182
14,9,5,2,2,0.533233663302773,0.0984880965553853,0.434745566747388
14,10,4,2,2,0.533233663302773,0.0984880965553853,0.434745566747388
14,11,3,2,1,0.210928948991042,0.0984880965553853,0.112440852435657
14,12,2,3,1,0.543812527611403,0.431371675175746,0.112440852435657
14,13,1,3,0,0.431371675175746,0.431371675175746,0
14,14,0,3,0,0.431371675175746,0.431371675175746,0
15,0,15,0,7,2.5196635494644,0,2.5196635494644
15,1,14,0,7,2.5196635494644,0,2.5196635494644
15,2,13,0,6,2.09368195347993,0,2.09368195347993
15,3,12,0,6,2.09368195347993,0,2.09368195347993
15,4,11,1,5,1.64961114012738,0,1.64961114012738
15,5,10,1,5,1.64961114012738,0,1.64961114012738
15,6,9,1,4,1.24776114669613,0,1.24776114669613
15,7,8,1,4,1.24776114669613,0,1.24776114669613
15,8,7,2,3,0.962674879622567,0.0984880965553853,0.864186783067182
