kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
23,5,18,1,9,3.36210727245199,0,3.36210727245199
23,6,17,2,8,3.34789940961295,0.412960517107589,2.93493889250537
23,7,16,2,8,3.34789940961295,0.412960517107589,2.93493889250537
23,8,15,2,7,2.93176037098372,0.412960517107589,2.51879985387614
23,9,14,3,7,3.24878442263178,0.729984568755643,2.51879985387614
23,10,13,3,6,2.82231920943042,0.729984568755643,2.09233464067478
23,11,12,3,6,2.82231920943042,0.729984568755643,2.09233464067478
23,12,11,4,5,2.78326254467176,1.13310165722302,1.65016088744874
23,13,10,4,5,2.78326254467176,1.13310165722302,1.65016088744874
23,14,9,4,4,2.38167691301616,1.13310165722302,1.24857525579314
23,15,8,5,4,2.78695865357263,1.53838339777949,1.24857525579314
23,16,7,5,3,2.40158200375265,1.53838339777949,0.863198605973166
23,17,6,5,3,2.40158200375265,1.53838339777949,0.863198605973166
23,18,5,6,2,2.32831929472127,1.8925738703109,0.435745424410378
23,19,4,6,2,2.32831929472127,1.8925738703109,0.435745424410378
23,20,3,6,1,2.00569963377974,1.8925738703109,0.113125763468843
23,21,2,7,1,2.44896180676319,2.33583604329434,0.113125763468843
23,22,1,7,0,2.33583604329434,2.33583604329434,0
23,23,0,7,0,2.33583604329434,2.33583604329434,0
24,0,24,0,12,4.65464720558293,0,4.65464720558293
24,1,23,0,11,4.22363422807617,0,4.22363422807617
24,2,22,0,11,4.22363422807617,0,4.22363422807617
24,3,21,1,10,3.80950162104097,0,3.80950162104097
24,4,20,1,10,3.80950162104097,0,3.80950162104097
24,5,19,1,9,3.36210727245199,0,3.36210727245199
24,6,18,2,9,3.77506778955958,0.412960517107589,3.36210727245199
24,7,17,2,8,3.34789940961295,0.412960517107589,2.93493889250537
24,8,16,2,8,3.34789940961295,0.412960517107589,2.93493889250537
24,9,15,3,7,3.24878442263178,0.729984568755643,2.51879985387614
24,10,14,3,7,3.24878442263178,0.729984568755643,2.51879985387614
24,11,13,3,6,2.82231920943042,0.729984568755643,2.09233464067478
24,12,12,4,6,3.2254362978978,1.13310165722302,2.09233464067478
24,13,11,4,5,2.78326254467176,1.13310165722302,1.65016088744874
24,14,10,4,5,2.78326254467176,1.13310165722302,1.65016088744874
24,15,9,5,4,2.78695865357263,1.53838339777949,1.24857525579314
24,16,8,5,4,2.78695865357263,1.53838339777949,1.24857525579314
24,17,7,5,3,2.40158200375265,1.53838339777949,0.863198605973166
24,18,6,6,3,2.75577247628406,1.8925738703109,0.863198605973166
24,19,5,6,2,2.32831929472127,1.8925738703109,0.435745424410378
24,20,4,6,2,2.32831929472127,1.8925738703109,0.435745424410378
24,21,3,7,1,2.44896180676319,2.33583604329434,0.113125763468843
24,22,2,7,1,2.44896180676319,2.33583604329434,0.113125763468843
